-1.98825,1.97010e-05,
-1.90015,2.02809e-05,
-1.80617,2.02809e-05,
-1.71806,2.02809e-05,
-1.62996,2.02809e-05,
-1.55360,2.08778e-05,
-1.47137,2.14923e-05,
-1.38326,2.08778e-05,
-1.28341,2.02809e-05,
-1.21292,2.08778e-05,
-1.12482,2.08778e-05,
-1.03671,2.02809e-05,
-0.954479,2.02809e-05,
-0.872247,2.02809e-05,
-0.790015,1.97010e-05,
-0.707783,1.80590e-05,
-0.625551,1.70410e-05,
-0.549192,1.60805e-05,
-0.461087,1.51741e-05,
-0.367107,1.39094e-05,
-0.296623,1.13532e-05,
-0.226138,9.26679e-06,
-0.161527,7.78643e-06,
-0.0792952,6.54256e-06,
-0.0323054,4.61920e-06,
-0.00293686,3.07744e-06,
0.0499266,2.37030e-06,
0.0675477,1.53401e-06,
0.126285,1.28895e-06,
0.143906,8.84009e-07,
0.173275,5.72111e-07,
0.220264,3.92375e-07,
0.243759,2.53936e-07,
0.267254,1.69179e-07,
0.290749,1.12712e-07,
0.302496,7.50915e-08,
0.314244,5.00279e-08,
0.331865,3.23770e-08,
0.343612,2.03545e-08,
0.355360,1.24305e-08,
0.367107,8.04474e-09,
0.384728,5.05751e-09,
0.390602,3.17952e-09,
0.402349,1.99888e-09,
0.419971,1.25665e-09,
0.431718,8.13273e-10,
0.443466,5.41824e-10,
0.449339,3.40630e-10,
0.466960,2.20448e-10,
0.478708,1.42669e-10,
0.502203,9.78478e-11,
0.519824,6.33249e-11,
0.525698,4.09825e-11,
0.549192,2.73036e-11,
0.549192,1.71651e-11,
0.566814,1.17724e-11,
0.602056,8.55625e-12,
0.619677,5.53742e-12,
0.649046,4.02462e-12,
0.678414,2.92511e-12,
0.719530,4.02462e-12,
0.725404,5.86819e-12,
0.731278,8.31161e-12,
0.760646,1.14358e-11,
0.760646,1.48475e-11,
0.801762,9.06735e-12,
0.831131,6.78416e-12,
0.883994,9.60898e-12,
0.907489,6.78416e-12,
0.966226,5.53742e-12,
1.00734,6.98384e-12,
1.01322,1.04827e-11,
1.04258,1.32209e-11,
1.07195,9.89181e-12,
1.11307,1.61975e-11,
1.16593,1.01830e-11,
1.18355,1.32209e-11,
1.25404,1.28429e-11,
1.30690,1.52845e-11,
1.34802,1.14358e-11,
1.40675,1.17724e-11,
1.42438,1.66743e-11,
1.44200,2.22860e-11,
1.46549,3.44356e-11,
1.50073,4.21888e-11,
1.53598,2.97862e-11,
1.55360,2.10298e-11,
1.60059,2.36172e-11,
1.64170,1.71651e-11,
1.65932,2.43123e-11,
1.67695,3.64926e-11,
1.72394,2.81073e-11,
1.72394,1.76703e-11,
1.72981,1.17724e-11,
1.74743,7.84311e-12,
1.75918,5.86819e-12,
1.79442,8.80809e-12,
1.81791,1.28429e-11,
1.84141,1.71651e-11,
1.88840,2.22860e-11,
1.93539,2.50279e-11,
1.95888,1.87258e-11,
1.98825,1.44230e-11,
